Rank,Book_Title,Author
1804,Operation Shylock,Philip Roth
1805,Rainbows End,Vernor Vinge
1806,Alamut,Vladimir Bartol
1807,The Blithedale Romance,Nathaniel Hawthorne
1808,The Grass Is Singing,Doris Lessing
1809,L'AbbŽ C,Georges Bataille
1810,The Complete Plays of T. S. Eliot,T. S. Eliot
1811,Pnin,Vladimir Nabokov
1812,Couples  Passersby,Botho Strau§
1813,Beauty and Sadness,Yasunari Kawabata
1814,Closely Watched Trains,Bohumil Hrabal
1815,Insatiability,Stanis_aw Ignacy Witkiewicz
1816,Silk,Alessandro Baricco
1817,Matigari,Ngugi wa Thiong'o
1818,Dirty Havana Trilogy,Pedro Juan Gutierrez
1819,Citizens,Simon Schama
1820,Suicide,Emile Durkheim
1821,Memoirs of a Peasant Boy,XosŽ Neira Vilas
1822,The Bride Price,Buchi Emecheta
1823,The Battle with the Slum,Jacob A. Riis
1824,The Complete Works of Nathanael West,Nathanael West
1825,In the Heart of the Country,J M Coetzee
1826,Reveille in Washington,Margaret Leech
1827,Measuring the World,Daniel Kehlmann
1828,The Case Worker,Gyšrgy Konr‡d
1829,Here's to You  Jesusa!,Elena Poniatowska
1830,Guerrillas,V. S. Naipaul
1831,Under Fire, Henri Barbusse
1832,The Honorary Consul,Graham Greene
1833,The Commandant,Jessica Anderson
1834,Cutter and Bone,Newton Thornburg
1835,A Ballad for Georg Henig, Viktor Paskov
1836,The Wars, Timothy Findley
1837,Clear Light of Day,Anita Desai
1838,Rituals,Cees Nooteboom
1839,The Viceroys,Federico De Roberto
1840,Summer in Baden-Baden,Leonid Tsypkin
1841,The Roots of Heaven,Romain Gary
1842,The Quest,Frederik van Eeden
1843,An Autobiography of Anthony Trollope,Anthony Trollope
1844,King Lear of the Steppes,Ivan Turgenev
1845,Marks of Identity,Juan Goytisolo
1846,The Fruits of the Earth,AndrŽ Gide
1847,Platform Sutra,Huineng
1848,Meghad_ta,K_lid_sa
1849,The Apes of God, Wyndham Lewis
1850,Professor Martens' Departure,Jaan Kross
1851,The Plum in the Golden Vase,Anonymous
1852,The Marriage Plot,Jeffrey Eugenides
1853,Amadis of Gaul,
1854,Democratic Vistas,Walt Whitman
1855,Kieron Smith  Boy,James Kelman
1856,The Crow Road,Iain Banks
1857,Tirant Lo Blanc,
1858,The Lion of Flanders, Hendrik Conscience
1859,Legend,David Gemmell
1860,I'm Not Scared,Niccol˜ Ammaniti
1861,Sandokan,Emilio Salgari
1862,Basic Documents in American History,Richard Brandon Morris
1863,Morvern Callar,Alan Warner
1864,Anagrams,Lorrie Moore
1865,Love's Work,Gillian Rose
1866,The End of the Story,Lydia Davis
1867,The Afternoon of a Writer,Peter Handke
1868,The Man of Feeling, Henry Mackenzie
1869,The Fortunes Of Richard Mahony,Henry Handel Richardson
1870,The Daughter,Pavlos Matesis
1871,Holder of the World: A Novel,Bharati Mukherjee
1872,Heavy Wings,Zhang Jie
1873,The Adventures and Misadventures of Maqroll,Alvaro Mutis
1874,The Laws,Connie Palmen
1875,The Late-night News,Petros Markaris
1876,Why I Am Not a Christian,Bertrand Russell
1877,The Day of the Dolphin, Robert Merle
1878,Uncle Petros and Goldbach's Conjecture,Apostolos Doxiadis
1879,Life of Christ, Giovanni Papini
1880,Stone Junction: An Alchemical Pot-Boiler, Jim Dodge
1881,Spring Flowers  Spring Frost,Ismail Kadare
1882,The Club Dumas,Arturo PŽrez-Reverte
1883,The 120 Days of Sodom,Marquis de Sade
1884,The History of Rasselas  Prince of Abissinia,Samuel JohnsonAbraham RaimbachRobert Smirke
1885,Carrie,Stephen King
1886,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion
1887,Back,Henry Green
1888,Typical: Stories, Padgett Powell
1889,The Midnight Examiner,William Kotzwinkle
1890,Life is a Carawanserai Has Two Doors I Went in One I Came out the Other,Emine Sevgi …zdamar
1891,Records of the Grand Historian,Sima Qian
1892,Blue Mars,Kim Stanley Robinson
1893,Astradeni,Eugenia Fakinou
1894,Everything That Rises Must Converge,Flannery O'Connor
1895,Pilgrimage,Dorothy Richardson
1896,Like Life,Lorrie Moore
1897,Indigo,Marina Warner
1898,Etiquette in Society  in Business  in Politics and at Home,Emily Post
1899,The English Teacher,R. K. Narayan
1900,The Pillow Book,Sei Sh_nagon
1901,Treatise on Radioactivity,Marie Curie
1902,The Tale of the Bamboo Cutter,
1903,Crome Yellow,Aldous Huxley
1904,The Mandarins,Simone de Beauvoir
1905,The Piano Teacher,Elfriede Jelinek
1906,Broken April,Ismail Kadare
1907,The Left-Handed Woman,Peter Handke
1908,The Witness, Juan JosŽ Saer
1909,Half of Man is Woman,Zhang Xianliang
1910,The Beautiful Mrs. Seidenman,Andrzej Szczypiorski
1911,The Trick Is to Keep Breathing,Janice Galloway
1912,The Memory of Fire Trilogy,Eduardo Galeano
1913,Memories of Rain,Sunetra Gupta
1914,Whatever,Michel Houellebecq
1915,Pavel's Letters,Monika Maron
1916,The Successor,Ismail Kadare
1917,Cost,Roxana Robinson
1918,Camera Obscura,Nicolaas Beets
1919,Arcanum 17,AndrŽ Breton
1920,Midaq Alley,Naguib Mahfouz
1921,Moon Palace,Paul Auster
1922,A Kestrel for a Knave, Barry Hines
1923,Things: A Story of the Sixties,Georges Perec
1924,The Vice-Consul,Marguerite Duras
