Rank, Book_Title, Author
1378,Only the Good Spy Young (Gallagher Girls  #4),Ally Carter (Goodreads Author)
1379,Win (Windsor Horne Lockwood III  #1),Harlan Coben (Goodreads Author)
1380,This is How You Lose the Time War,Amal El-Mohtar (Goodreads Author)
1381,The Hawthorne Legacy (The Inheritance Games  #2),Jennifer Lynn Barnes (Goodreads Author)
1382,The Brothers K,David James Duncan
1383,Oil and Marble,Stephanie Storey (Goodreads Author)
1384,Marry Christmas,Linda Phillips
1385,Women,Charles Bukowski
1386,Half of a Yellow Sun,Chimamanda Ngozi Adichie
1387,Americanah,Chimamanda Ngozi Adichie
1388,The Heir (The Selection  #4),Kiera Cass (Goodreads Author)
1389,The Ballad of Never After (Once Upon a Broken Heart  #2),Stephanie Garber (Goodreads Author)
1390,Strange the Dreamer (Strange the Dreamer  #1),Laini Taylor (Goodreads Author)
1391,The Iron Knight (The Iron Fey  #4),Julie Kagawa (Goodreads Author)
1392,The Opportunist (Love Me with Lies  #1),Tarryn Fisher (Goodreads Author)
1393,Seasonable Doubt,Robin      James (Goodreads Author)
1394,Narcissus and Goldmund,Hermann Hesse
1395,Les Liaisons dangereuses,Pierre Choderlos de Laclos
1396,Entwined with You (Crossfire  #3),Sylvia Day (Goodreads Author)
1397,The Starless Sea,Erin Morgenstern (Goodreads Author)
1398,Renegades (Renegades  #1),Marissa Meyer (Goodreads Author)
1399,Royal Assassin (Farseer Trilogy  #2),Robin Hobb (Goodreads Author)
1400,The Namatjira Connection (Genevieve Lenard #16),Estelle Ryan (Goodreads Author)
1401,The Crystal Cave (Arthurian Saga  #1),Mary  Stewart
1402,Born a Crime: Stories From a South African Childhood,Trevor Noah
1403,Everything I Never Told You,Celeste Ng (Goodreads Author)
1404,The Lady of the Tower (The Lydiard Chronicles  #1),Elizabeth St. John (Goodreads Author)
1405,The Raven and the Nine (The Viking Blood and Blade Saga #6),Peter  Gibbons (Goodreads Author)
1406,Vampire Academy Collection (Vampire Academy  #1-3),Richelle Mead (Goodreads Author)
1407,Lost Identity (Remmich/Miller  #1),Karl Braungart (Goodreads Author)
1408,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear (Goodreads Author)
1409,The Alaska Job (Case Lee  #12),Vince Milam (Goodreads Author)
1410,The Marriage Portrait,Maggie O'Farrell (Goodreads Author)
1411,The Survival Rule (A Rain City Legal Thriller  Book 3),Stephen Penner (Goodreads Author)
1412,The Whalebone Theatre,Joanna   Quinn (Goodreads Author)
1413,The Power and the Glory,Graham Greene
1414,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund
1415,Doomsday Book (Oxford Time Travel  #1),Connie Willis
1416,Piranesi,Susanna Clarke
1417,A Fire Upon the Deep (Zones of Thought  #1),Vernor Vinge
1418,Beartown (Beartown  #1),Fredrik Backman (Goodreads Author)
1419,Honor and Polygamy,Omar Farhad (Goodreads Author)
1420,Hunger,Knut Hamsun
1421,The Invisible Man,H.G. Wells
1422,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber
1423,Dark Matter,Blake Crouch (Goodreads Author)
1424,America's Daughter (Dancing Soul Trilogy  #2),Maria Nhambu (Goodreads Author)
1425,Hunt Them Down (Pierce Hunt  #1),Simon Gervais (Goodreads Author)
1426,Complicate Me (The Good Ol' Boys  #1),M.  Robinson
1427,The Night Tiger,Yangsze Choo (Goodreads Author)
1428,The Silence of the Girls (Women of Troy  #1),Pat Barker
1429,Legendary (Caraval  #2),Stephanie Garber (Goodreads Author)
1430,Dark State (Jason Trapp #1),Jack     Slater (Goodreads Author)
1431,The Southern Lawyer (Joe Hennessy Legal Thriller #1),Peter O'Mahoney (Goodreads Author)
1432,The Heart Is a Lonely Hunter,Carson McCullers
1433,Eragon  Eldest & Brisingr (Inheritance  #1-3),Christopher Paolini (Goodreads Author)
1434,Deep Sleep (Devin Gray  #1),Steven Konkoly (Goodreads Author)
1435,Kiss the Girls (Alex Cross  #2),James Patterson (Goodreads Author)
1436,Lady  in Waiting (The Tudor Court #3),Karen Heenan (Goodreads Author)
1437,North and South (North and South  #1),John Jakes
1438,Dragonflight (Dragonriders of Pern  #1),Anne McCaffrey
1439,Warm Bodies (Warm Bodies  #1),Isaac Marion (Goodreads Author)
1440,Never,Ken Follett (Goodreads Author)
1441,Firefly Lane (Firefly Lane  #1),Kristin Hannah (Goodreads Author)
1442,Yertle the Turtle and Other Stories,Dr. Seuss
1443,The Moonstone,Wilkie Collins
1444,Adhaata Asao's Liege,Afroz  Alam (Goodreads Author)
1445,Four: A Divergent Story Collection (Divergent  #0.1-0.4),Veronica Roth (Goodreads Author)
1446,Move to Millions: The Proven Framework to Become a Million Dollar CEO with Grace & Ease Instead of Hustle & Grind,Darnyelle Jervey Harmon (Goodreads Author)
1447,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman
1448,The Fifth Season (The Broken Earth  #1),N.K. Jemisin (Goodreads Author)
1449,A Suitable Boy (A Bridge of Leaves  #1),Vikram Seth
1450,The Hating Game,Sally  Thorne (Goodreads Author)
1451,Fire Prayers: Building Arsenals That Destroy Satanic Kingdoms,John Ramirez (Goodreads Author)
1452,Angels' Blood (Guild Hunter  #1),Nalini Singh (Goodreads Author)
1453,Lola and the Boy Next Door (Anna and the French Kiss  #2),Stephanie Perkins (Goodreads Author)
1454,Steve Jobs,Walter Isaacson (Goodreads Author)
1455,The Eight (The Eight  #1),Katherine Neville
1456,Richard III,William Shakespeare
1457,Search and Destroy (A Tom Rollins Thriller Book 10),Paul Heatley (Goodreads Author)
1458,The Beach,Alex Garland
1459,Radio Silence,Alice Oseman (Goodreads Author)
1460,Magic Bleeds (Kate Daniels  #4),Ilona Andrews (Goodreads Author)
1461,The Man Without A Face (Peter Black #2),David Archer
1462,Inside Out & Back Again,Thanhhà L_i (Goodreads Author)
1463,Bully (Fall Away  #1),Penelope Douglas (Goodreads Author)
1464,Fang (Maximum Ride  #6),James Patterson (Goodreads Author)
1465,Less Than Zero,Bret Easton Ellis
1466,Blood Bound (Mercy Thompson  #2),Patricia Briggs
1467,The Young Elites (The Young Elites  #1),Marie Lu (Goodreads Author)
1468,Grendel,John Gardner
1469,Mrs. Frisby and the Rats of NIMH (Rats of NIMH  #1),Robert C. O'Brien
1470,Die for Me (Revenants  #1),Amy Plum (Goodreads Author)
1471,Masquerade (Blue Bloods  #2),Melissa de la Cruz (Goodreads Author)
1472,Open Season (Breed Thriller  #2),Cameron Curtis
1473,A Wind in the Door (Time Quintet  #2),Madeleine L'Engle
1474,The Language of Flowers,Vanessa Diffenbaugh (Goodreads Author)
1475,The Nowhere Man (Orphan X  #2),Gregg Andrew Hurwitz (Goodreads Author)
1476,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles
1477,No Plan B (Jack Reacher  #27),Lee Child (Goodreads Author)
1478,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan
1479,Bone Crossed (Mercy Thompson  #4),Patricia Briggs
1480,Quidditch Through the Ages,J.K. Rowling
1481,Tomorrow  When the War Began (Tomorrow  #1),John Marsden
1482,The Wrath and the Dawn (The Wrath and the Dawn  #1),Renée Ahdieh (Goodreads Author)
1483,Christine,Stephen King (Goodreads Author)
1484,Gathering Blue (The Giver  #2),Lois Lowry (Goodreads Author)
1485,Medea,Euripides
1486,Night World  No. 3 (Night World  #7-9),L.J. Smith (Goodreads Author)
1487,Uprooted,Naomi Novik (Goodreads Author)
1488,"My Story: ""A Child Called It""  ""The Lost Boy""  ""A Man Named Dave""",Dave Pelzer (Goodreads Author)
1489,For the Love of Armin,Michael G. Kramer (Goodreads Author)
1490,Sons and Lovers,D.H. Lawrence
1491,The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window  #1),Kirsty Moseley (Goodreads Author)
1492,Animal  Vegetable  Miracle: A Year of Food Life,Barbara Kingsolver
1493,The Last Guardian (Clayton White #3),Simon Gervais (Goodreads Author)
1494,Lover Unleashed (Black Dagger Brotherhood  #9),J.R. Ward (Goodreads Author)
1495,Savage Grounds (Dalton Savage #1),L.T. Ryan (Goodreads Author)
1496,Second Son (Second Son Chronicles #1),Pamela   Taylor (Goodreads Author)
1497,National Security (Jericho Quinn  #1),Marc Cameron (Goodreads Author)
1498,Girl in Pieces,Kathleen Glasgow (Goodreads Author)
1499,Out of Africa,Isak Dinesen
1500,The Sunne in Splendour,Sharon Kay Penman
1501,Matterhorn,Karl Marlantes
1502,Burning Evidence: A Legal Thriller filled with Gripping Courtroom Drama (Small Town Lawyer Book 4),Peter Kirkland
1503,Archibald Finch and the Lost Witches (Archibald Finch #1),Michel Guyon (Goodreads Author)
1504,Red Storm Rising,Tom Clancy
1505,The School for Good and Evil (The School for Good and Evil  #1),Soman Chainani (Goodreads Author)
1506,The Source,James A. Michener
1507,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren
1508,Master of the Game,Sidney Sheldon
1509,Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao
1510,A Court of Wings and Ruin (A Court of Thorns and Roses  #3),Sarah J. Maas (Goodreads Author)
1511,The Alexandria Quartet  (The Alexandria Quartet  #1-4),Lawrence Durrell
1512,The Complete Stories,Flannery O'Connor
1513,The Reptile Room (A Series of Unfortunate Events  #2),Lemony Snicket (Goodreads Author)
1514,The Demon King (Seven Realms  #1),Cinda Williams Chima (Goodreads Author)
1515,Succubus Blues (Georgina Kincaid  #1),Richelle Mead (Goodreads Author)
1516,The Final Warning (Maximum Ride  #4),James Patterson (Goodreads Author)
1517,Dislocated (Mad Mick #10),Franklin Horton
1518,Ana Rocha: Shadows of Justice,Ammar Habib (Goodreads Author)
1519,The Past (VanWest  #1),Kenneth   Thomas
1520,Oath of Loyalty (Mitch Rapp  #21),Kyle Mills (Goodreads Author)
1521,Thinking  Fast and Slow,Daniel Kahneman
1522,Forty-Ninth,Boris Pronsky (Goodreads Author)
1523,The Last Run (Peter Black #6),David Archer
1524,The Demigod Files,Rick Riordan (Goodreads Author)
1525,The Kill Order (The Maze Runner  #0.4),James Dashner (Goodreads Author)
1526,The High Lord (Black Magician Trilogy  #3),Trudi Canavan
1527,Silk Road (Epic Adventure  #1),Colin Falconer (Goodreads Author)
1528,Swift Judgment (Nate Shepherd  #7),Michael  Stagg (Goodreads Author)
1529,Night Owl (Trasker #1),Andrew Mayne (Goodreads Author)
1530,Chasing the Dragon: BY NEW BLOOD DAGGER AND SCOTTISH CRIME DEBUT SHORTLISTED AUTHOR (Betancourt Mystery Series Book 2),Mark Wightman
1531,Child 44 (Leo Demidov  #1),Tom Rob Smith
1532,A Day of Reckoning,Matthew Harffy (Goodreads Author)
1533,Smaragdgrün (Edelstein-Trilogie  #3),Kerstin Gier
1534,Lirael (Abhorsen  #2),Garth Nix (Goodreads Author)
1535,My Name Is Red,Orhan Pamuk
1536,Quicker (Ell Donsaii  #1),Laurence E. Dahners (Goodreads Author)
1537,Insomnia,Stephen King (Goodreads Author)
1538,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid (Goodreads Author)
1539,Portnoy’s Complaint,Philip Roth
1540,Captive in the Dark (The Dark Duet  #1),C.J. Roberts (Goodreads Author)
1541,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins
1542,The DUFF: Designated Ugly Fat Friend (Hamilton High  #1),Kody Keplinger (Goodreads Author)
1543,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser
1544,War and Remembrance (The Henry Family  #2),Herman Wouk
1545,Lean In: Women  Work  and the Will to Lead,Sheryl Sandberg
1546,How It Unfolds (The Far Reaches  #1),James S.A. Corey (Goodreads Author)
1547,The Assassin's Betrayal (Jason Drake #1),Auston King
1548,The Collected Poems of W.B. Yeats,W.B. Yeats
1549,The Foxhole Court (All for the Game  #1),Nora Sakavic (Goodreads Author)
1550,L'Écume des jours,Boris Vian
1551,Ghost Story,Peter Straub
1552,Six Crimson Cranes (Six Crimson Cranes  #1),Elizabeth Lim (Goodreads Author)
1553,The Savage Detectives,Roberto Bolaño
1554,Demonglass (Hex Hall  #2),Rachel Hawkins (Goodreads Author)
1555,Doctor Sleep (The Shining  #2),Stephen King (Goodreads Author)
1556,King of Scars (King of Scars  #1),Leigh Bardugo (Goodreads Author)
1557,Bossypants,Tina Fey
1558,Moloka'i (Moloka'i  #1),Alan Brennert (Goodreads Author)
1559,Table 21,T. Rafael Cimino (Goodreads Author)
1560,Hell's Corner (The Camel Club  #5),David Baldacci (Goodreads Author)
1561,The Stolen Heir (The Stolen Heir Duology  #1),Holly Black (Goodreads Author)
1562,Rule of Wolves (King of Scars  #2),Leigh Bardugo (Goodreads Author)
1563,Lord of Misrule (The Morganville Vampires  #5),Rachel Caine
1564,In Search of Lost Time,Marcel Proust
1565,Nobody Loves a Bigfoot Like a Bigfoot Babe,Simon Okill (Goodreads Author)
1566,About a Boy,Nick Hornby
1567,The Last Temptation of Christ,Nikos Kazantzakis
1568,Eye of the Needle,Ken Follett (Goodreads Author)
1569,Postmortem (Kay Scarpetta  #1),Patricia Cornwell (Goodreads Author)
1570,Midnight Alley (The Morganville Vampires  #3),Rachel Caine
1571,Flatland: A Romance of Many Dimensions,Edwin A. Abbott
1572,Switch! The Lost Kingdoms of Karibu,Karen  Prince (Goodreads Author)
1573,Hild (The Hild Sequence  #1),Nicola Griffith (Goodreads Author)
1574,House of Sky and Breath (Crescent City  #2),Sarah J. Maas (Goodreads Author)
1575,Torn (Trylle  #2),Amanda Hocking (Goodreads Author)
1576,This Man (This Man  #1),Jodi Ellen Malpas (Goodreads Author)
1577,After (After  #1),Anna Todd (Goodreads Author)
1578,Love and Other Words,Christina Lauren (Goodreads Author)
1579,A Team of One: An Unsanctioned Asset Thriller (The Unsanctioned Asset Series Book 1),Brad Lee
1580,Suttree,Cormac McCarthy
1581,Beautiful Bastard (Beautiful Bastard  #1),Christina Lauren (Goodreads Author)
1582,The Deserter (Scott Brodie & Maggie Taylor #1),Nelson DeMille (Goodreads Author)
1583,Dead in the Family (Sookie Stackhouse  #10),Charlaine Harris (Goodreads Author)
1584,Katherine,Anya Seton
1585,Flash Point (Jason Trapp  #3),Jack     Slater (Goodreads Author)
1586,The Testing (The Testing  #1),Joelle Charbonneau
1587,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek (Goodreads Author)
1588,Code Name Verity (Code Name Verity  #1),Elizabeth Wein (Goodreads Author)
1589,A Time for Swords (A Time for Swords  #1),Matthew Harffy (Goodreads Author)
1590,Post Office,Charles Bukowski
1591,Diary,Chuck Palahniuk (Goodreads Author)
1592,The Darkest Night (Lords of the Underworld  #1),Gena Showalter (Goodreads Author)
1593,Tier One (Tier One #1),Brian  Andrews (Goodreads Author)
1594,NOS4A2,Joe Hill (Goodreads Author)
1595,P.S. I Still Love You (To All the Boys I've Loved Before  #2),Jenny Han (Goodreads Author)
1596,The House on Mango Street,Sandra Cisneros
1597,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi (Goodreads Author)
1598,Animal Dreams,Barbara Kingsolver
1599,Soulless (Parasol Protectorate  #1),Gail Carriger (Goodreads Author)
1600,The Power of Six (Lorien Legacies  #2),Pittacus Lore
1601,Leviathan (Leviathan  #1),Scott Westerfeld (Goodreads Author)
1602,Hannibal (Hannibal Lecter  #3),Thomas  Harris
1603,The Great Book of Amber (The Chronicles of Amber  #1-10),Roger Zelazny
1604,The Girl Who Loved Tom Gordon,Stephen King (Goodreads Author)
1605,Babel,R.F. Kuang (Goodreads Author)
1606,This Side of Paradise,F. Scott Fitzgerald
1607,Beyond Good and Evil,Friedrich Nietzsche
1608,I Remember You,Brian Freeman (Goodreads Author)
1609,The Song of Achilles,Madeline Miller (Goodreads Author)
1610,The Sleeper (Lance Spector  #4),Saul Herzog (Goodreads Author)
1611,Chain of Iron (The Last Hours  #2),Cassandra Clare (Goodreads Author)
1612,Infinite,Brian Freeman (Goodreads Author)
1613,Opposition (Lux  #5),Jennifer L. Armentrout (Goodreads Author)
1614,Blood Debt (A Rogue Warrior Thriller Book 2),Ian Loome (Goodreads Author)
1615,On the Island (On the Island  #1),Tracey Garvis Graves (Goodreads Author)
1616,The Talented Mr. Ripley (Ripley  #1),Patricia Highsmith
1617,Neverseen (Keeper of the Lost Cities  #4),Shannon Messenger (Goodreads Author)
1618,World After (Penryn & the End of Days  #2),Susan Ee (Goodreads Author)
1619,Nicholas Nickleby,Charles Dickens
1620,Eats  Shoots & Leaves: The Zero Tolerance Approach to Punctuation,Lynne Truss
1621,Tom Clancy Weapons Grade,Don Bentley (Goodreads Author)
1622,Zero to One: Notes on Startups  or How to Build the Future,Peter Thiel
1623,Ninth House (Alex Stern  #1),Leigh Bardugo (Goodreads Author)
1624,Long Day's Journey into Night,Eugene O'Neill
1625,Paranormalcy (Paranormalcy  #1),Kiersten White (Goodreads Author)
1626,The Hidden Oracle (The Trials of Apollo  #1),Rick Riordan (Goodreads Author)
1627,Fractal Noise (Fractalverse  #0.5),Christopher Paolini (Goodreads Author)
1628,Messenger (The Giver  #3),Lois Lowry (Goodreads Author)
1629,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner (Goodreads Author)
1630,Drowning,T.J. Newman (Goodreads Author)
1631,The Second Sex,Simone de Beauvoir
1632,Magic Strikes (Kate Daniels  #3),Ilona Andrews (Goodreads Author)
1633,Intensity,Dean Koontz (Goodreads Author)
1634,My Year of Rest and Relaxation,Ottessa Moshfegh
1635,Firelight (Firelight  #1),Sophie Jordan (Goodreads Author)
1636,Journey to the West: A Long March from Eastern Dream to Western Reality,Biao  Wang
1637,The Rum Diary,Hunter S. Thompson
1638,The Dragon Queen (The Dragon #2),William  Andrews
1639,Atlas Shrugged & The Fountainhead,Ayn Rand
1640,Life for Life (Talion #3),J.K. Franko (Goodreads Author)
1641,Nickel and Dimed,Barbara Ehrenreich
1642,Coma,Robin Cook (Goodreads Author)
1643,Abhorsen (Abhorsen  #3),Garth Nix (Goodreads Author)
1644,As a Man Thinketh,James Allen
1645,Never Fade (The Darkest Minds  #2),Alexandra Bracken (Goodreads Author)
1646,Golden Son (Red Rising Saga  #2),Pierce Brown (Goodreads Author)
1647,The Kitchen House,Kathleen Grissom (Goodreads Author)
1648,Child of Another Kind,Steven Decker (Goodreads Author)
1649,Rebel Angels (Gemma Doyle  #2),Libba Bray (Goodreads Author)
1650,The Illuminatus! Trilogy,Robert Shea
1651,The End of Eternity,Isaac Asimov
1652,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie
1653,Sliding on the Snow Stone,Andy Szpuk (Goodreads Author)
1654,Tower of Dawn (Throne of Glass  #6),Sarah J. Maas (Goodreads Author)
1655,Wool Omnibus (Silo  #1),Hugh Howey (Goodreads Author)
1656,My Life Next Door,Huntley Fitzpatrick
1657,Dragon Seed,Pearl S. Buck
1658,Feast of Fools (The Morganville Vampires  #4),Rachel Caine
1659,The Secret History,Donna Tartt
1660,Exile (Keeper of the Lost Cities  #2),Shannon Messenger (Goodreads Author)
1661,Black Hawk Down: A Story of Modern War,Mark Bowden
1662,A Thousand Boy Kisses (A Thousand Boy Kisses  #1),Tillie Cole (Goodreads Author)
1663,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba
1664,Persepolis Rising (The Expanse  #7),James S.A. Corey (Goodreads Author)
1665,The Fiery Heart (Bloodlines  #4),Richelle Mead (Goodreads Author)
1666,The Physician (Cole Family Trilogy  #1),Noah Gordon
1667,A Court of Frost and Starlight (A Court of Thorns and Roses  #3.5),Sarah J. Maas (Goodreads Author)
1668,By the Unholy Hand (Executioner Knights  #1),Kathryn Le Veque (Goodreads Author)
1669,Let the Great World Spin,Colum McCann (Goodreads Author)
1670,Brotherhood of the Goat (Alex Mason #10),David Archer
1671,The Sense of an Ending,Julian Barnes
1672,The Scopas Factor,Vincent Panettiere (Goodreads Author)
1673,False Flag (Jason Trapp  #2),Jack     Slater (Goodreads Author)
1674,Daughters of the Dragon (The Dragon #1),William  Andrews
1675,The Black Order (Tom Clancy's Op-Center  #20),Jeff Rovin (Goodreads Author)
1676,Origin (Robert Langdon  #5),Dan Brown (Goodreads Author)
1677,The Kiss of Deception (The Remnant Chronicles  #1),Mary E. Pearson (Goodreads Author)
1678,The Runaway Bunny,Margaret Wise Brown
1679,Chasing the Red Queen,Karen Glista
1680,Suite Française,Irène Némirovsky
1681,Carpe Corpus (The Morganville Vampires  #6),Rachel Caine
1682,White Nights,Fyodor Dostoevsky
1683,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice
1684,Book of a Thousand Days,Shannon Hale (Goodreads Author)
1685,Stargazer (Evernight  #2),Claudia Gray (Goodreads Author)
1686,The Right Stuff,Tom Wolfe
1687,Ascend (Trylle  #3),Amanda Hocking (Goodreads Author)
1688,Wolf's Head (The Forest Lord  #1),Steven A. McKay (Goodreads Author)
1689,Thud! (Discworld  #34; City Watch  #7),Terry Pratchett
1690,Arrangement in Black and White,Fred Misurella (Goodreads Author)
1691,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens
1692,Code Red (Mitch Rapp #22),Vince Flynn
1693,People We Meet on Vacation,Emily Henry (Goodreads Author)
1694,The Ancient Code: A SciFi Adventure (The Ancient Secrets  #1),T.S. Falk (Goodreads Author)
1695,Beg For Mercy (Mercy  #3),Lucian Bane (Goodreads Author)
1696,Alice's Adventures in Wonderland,Lewis Carroll
1697,2666,Roberto Bolaño
1698,Eyes of the Void (The Final Architecture  #2),Adrian Tchaikovsky (Goodreads Author)
1699,Tigana,Guy Gavriel Kay (Goodreads Author)
1700,Vision to Reality: Stop Working  Start Living,Curtis L. Jenkins
1701,Sarah  Plain and Tall (Sarah  Plain and Tall  #1),Patricia MacLachlan
1702,Galápagos,Kurt Vonnegut Jr.
1703,Franz Kafka's The Castle,David Fishelson (Adapter)
1704,Good Night  Mr. Tom,Michelle Magorian
1705,A Modest Proposal and Other Satirical Works,Jonathan Swift
1706,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston
1707,Ringworld (Ringworld  #1),Larry Niven
1708,La Vérité sur l'Affaire Harry Quebert (Marcus Goldman  #1),Joël Dicker
1709,The Snowman (Harry Hole  #7),Jo Nesbø (Goodreads Author)
1710,Being and Time,Martin Heidegger
1711,Starship Sakira (Delphi in Space #1),Bob Blanton (Goodreads Author)
1712,Credence,Penelope Douglas (Goodreads Author)
1713,Tatiana and Alexander (The Bronze Horseman  #2),Paullina Simons
1714,The Long Game (The Far Reaches  #4),Ann Leckie (Goodreads Author)
1715,We Are Legion (We Are Bob) (Bobiverse  #1),Dennis E. Taylor (Goodreads Author)
1716,Eva Luna,Isabel Allende (Goodreads Author)
1717,The Winner's Curse (The Winner's Trilogy  #1),Marie Rutkoski (Goodreads Author)
1718,Lore,Alexandra Bracken (Goodreads Author)
1719,Get Rich or Get Lucky,Max Nowaz (Goodreads Author)
1720,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson
1721,Maybe Someday (Maybe  #1),Colleen Hoover (Goodreads Author)
1722,Wither (The Chemical Garden  #1),Lauren DeStefano (Goodreads Author)
1723,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama (Goodreads Author)
1724,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez
1725,Tell the Wolves I'm Home,Carol Rifka Brunt (Goodreads Author)
1726,Lies  Inc.,Philip K. Dick
1727,Sputnik Sweetheart,Haruki Murakami
1728,The Magic of Ordinary Days,Ann Howard Creel (Goodreads Author)
1729,Mindset: The New Psychology of Success,Carol S. Dweck
1730,Hard Times,Charles Dickens
1731,Know My Name,Chanel Miller
1732,Requiem (Delirium  #3),Lauren Oliver (Goodreads Author)
1733,Percy Jackson's Greek Gods,Rick Riordan (Goodreads Author)
1734,What Happened,Hillary Rodham Clinton
1735,Silver Borne (Mercy Thompson  #5),Patricia Briggs
1736,The Bear and the Nightingale (The Winternight Trilogy  #1),Katherine Arden (Goodreads Author)
1737,Son of Mercia (Eagle of Mercia Chronicles  #1),M.J. Porter (Goodreads Author)
1738,The Last Dying Light,William Havelock (Goodreads Author)
1739,Children of Blood and Bone (Legacy of Orïsha  #1),Tomi Adeyemi (Goodreads Author)
1740,The Anomaly,Hervé Le Tellier
1741,Black Eagle (Jason Trapp Thriller Book 6),Jack     Slater (Goodreads Author)
1742,Buddenbrooks: The Decline of a Family,Thomas Mann
1743,Xenocide (Ender's Saga  #3),Orson Scott Card
1744,Blue Lily  Lily Blue (The Raven Cycle  #3),Maggie Stiefvater (Goodreads Author)
1745,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie
1746,Hidden Pictures,Jason Rekulak (Goodreads Author)
1747,Defending Jacob,William Landay (Goodreads Author)
1748,Fluency (Confluence  #1),Jennifer Foehner Wells (Goodreads Author)
1749,The Twits,Roald Dahl
1750,The Last Sentinel (Clayton White  #2),Simon Gervais (Goodreads Author)
1751,Noble House (Asian Saga  #5),James Clavell
1752,The Forest of Hands and Teeth (The Forest of Hands and Teeth  #1),Carrie Ryan (Goodreads Author)
1753,Warbreaker (Warbreaker  #1),Brandon Sanderson (Goodreads Author)
1754,The Sword of Kaigen,M.L.  Wang (Goodreads Author)
1755,Fun Home: A Family Tragicomic,Alison Bechdel
1756,Identical,Ellen Hopkins (Goodreads Author)
1757,Second Foundation (Foundation  #3),Isaac Asimov
1758,The Cat in the Hat Comes Back (The Cat in the Hat  #2),Dr. Seuss
1759,The True Confessions of Charlotte Doyle,Avi
1760,More Than This,Patrick Ness
1761,I'm Glad My Mom Died,Jennette McCurdy
1762,Reason to Breathe (Breathing  #1),Rebecca    Donovan (Goodreads Author)
1763,Kiss of Midnight (Midnight Breed   #1),Lara Adrian (Goodreads Author)
1764,Hard Knocks (SC Marva Collins  #3),Nathan Lowell (Goodreads Author)
1765,The Year of the Flood (MaddAddam  #2),Margaret Atwood (Goodreads Author)
1766,The Electric Kool-Aid Acid Test,Tom Wolfe
1767,The Lottery and Other Stories,Shirley Jackson
1768,Before I Die,Jenny Downham
1769,The Invisible Game: Mindset of a Winning Team,Zoltan Andrejkovics (Goodreads Author)
1770,Dust Child,Nguy_n Phan Qu_ Mai (Goodreads Author)
1771,Down and Rising,Rohith S. Katbamna (Goodreads Author)
1772,Everblaze (Keeper of the Lost Cities  #3),Shannon Messenger (Goodreads Author)
1773,1776,David McCullough
1774,My Dark Vanessa,Kate Elizabeth Russell (Goodreads Author)
1775,She Thinks Like a Boss : Leadership: 9 Essential Skills for New Female Leaders in Business and the Workplace. How to Influence Teams Effectively and Combat Imposter Syndrome,Jemma Roedel
1776,Parable of the Sower (Earthseed  #1),Octavia E. Butler
1777,The Confidence Code: The Science and Art of Self-Assurance – What Women Should Know,Katty Kay
1778,The Space Between Worlds (The Space Between Worlds #1),Micaiah Johnson
1779,Just One Day (Just One Day  #1),Gayle Forman (Goodreads Author)
1780,NIGHT TERROR: A Genetics Investigation Team Thriller,Russ Tilton
1781,The Selected Writings of Edgar Allan Poe,Edgar Allan Poe
1782,Darkly Dreaming Dexter (Dexter  #1),Jeff Lindsay (Goodreads Author)
1783,Oranges Are Not the Only Fruit,Jeanette Winterson
1784,Claimed (Brides of the Kindred  #1),Evangeline Anderson (Goodreads Author)
1785,Thousand Pieces of Gold,Ruthanne Lum McCunn
1786,Rise of the Evening Star (Fablehaven  #2),Brandon Mull (Goodreads Author)
1787,Some Girls Bite (Chicagoland Vampires  #1),Chloe Neill (Goodreads Author)
1788,King's Cage (Red Queen  #3),Victoria Aveyard (Goodreads Author)
1789,When You Reach Me,Rebecca Stead
1790,Destroy Me (Shatter Me  #1.5),Tahereh Mafi
1791,A Bird Without Wings,Roberta Pearce (Goodreads Author)
1792,The Rainmaker,John Grisham (Goodreads Author)
